type_transaction,prix_vente,description,localisation,commune,ville,marque,modele,annee
Vente,2850000,toyota obama 3 portières boite manuelle,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Obama,inco
Vente,1950000,peugeot 406 phase 2 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,Peugeot 406,inco
Vente,2200000,peugeot 406 phase 2 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,Peugeot 406,2002
Vente,13800000,gmc terrain 2019,"Abidjan, Côte d'Ivoire",,Abidjan,Gmc,Terrain,2019
Vente,3500000,jeep patriot 2012,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Jeep,Patriot,2012
Vente,11800000,hyundai tucson 2018,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Hyundai,Tucson,2018
Vente,16500000,toyota hiace 15 places 2019 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Hiace 15 places,2019
Vente,3500000,mazda 3,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mazda,Mazda,inco
Vente,13250000,mercedes benz glc  300 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2019
Vente,4750000,toyota land cruiser 7places 2003,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Land cruiser,2003
Vente,18500000,mazda cx-09 2019,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Mazda,Mazda,2019
Vente,7800000,nissan rogue 2016 full options,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Nissan,Rogue,2016
Vente,2850000,toyota rav4 3 portières  2000,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Rav4,2000
Vente,9800000,mercedes-benz gla-class 2012,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Mercedes,Benz,2012
Vente,6350000,hyundai accent gt-line 2017 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Accent gt-line,2017
Vente,4500000,kia optima 2013 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Optima,2013
Vente,3300000,bmw e-90 boite auto 2006,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Bmw,E-90 boite auto,2006
Vente,5500000,toyota prado 7 places 2004,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Prado 7 places,2004
Vente,9800000,hyundai creta 2017 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Creta,2017
Vente,5500000,ford escape 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Escape,2015
Vente,7900000,mazda 3 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mazda,Mazda,2019
Vente,1850000,peugeot 406 phase 2 boite manuelle 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,Peugeot 406,2002
Vente,6850000,jac frissons 2018 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Jac,Frissons,2018
Vente,5850000,volkswagen touareg  2006 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Volkswagen,Touareg,2006
Vente,7850000,renault duster 2019 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Renault,Duster,2019
Vente,7850000,renault duster 2019  ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Renault,Duster,2019
Vente,7850000,renault duster 2019  ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Renault,Duster,2019
Vente,7850000,renault duster 2019  ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Renault,Duster,2019
Vente,5250000,toyota rav4 phase 3   2007,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Rav4,2007
Vente,5950000,suzuki baleno 2018 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Suzuki,Baleno,2018
Vente,6500000,mercedes e-350 - 4 matic 2010,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,E-350 - 4 matic,2010
Vente,7300000,hyundai accent 2017,"Abidjan, Côte d'Ivoire",,Abidjan,Hyundai,Accent,2017
Vente,8300000,nissan altima 2018,"Abidjan, Côte d'Ivoire",,Abidjan,Nissan,Altima,2018
Vente,1950000,peugeot 406 phase 2 boite manuelle 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,Peugeot 406,2002
Vente,8850000,hyundai elantra 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra,2019
Vente,3850000,mitsubishi outlander boite auto 2004,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Outlander boite auto,2004
Vente,5950000,suzuki baleno 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Suzuki,Baleno,2018
Vente,4350000,bmw e-46 phase 2 boite auto gros écran 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Bmw,Bmw,2002
Vente,10500000,mazda cx-5 2017,"Abidjan, Côte d'Ivoire",,Abidjan,Mazda,Mazda,2017
Vente,3000000,chevrolet cruze 2012,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Chevrolet,Cruze,2012
Vente,5950000,suzuki baleno 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Suzuki,Baleno,2018
Vente,3850000,mercedes c280 - 4 matic boite auto 2008,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,C280 - 4 matic boite auto,2008
Vente,4850000,volkswagen passat 2011  ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Volkswagen,Passat,2011
Vente,9800000,suzuki vitara 2018 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Suzuki,Vitara,2018
Vente,3300000,bmw e-90  2006 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Bmw,E-90,2006
Vente,9800000,suzuki vitara 2018 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Suzuki,Vitara,2018
Vente,11900000,mitsubishi outlander 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Outlander,2018
Vente,11850000,hyundai santa fé 2019 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Hyundai,2019
Vente,3750000,ford focus  2003,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Focus,2003
Vente,1950000,peugeot 406 phase 2 boite 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,Peugeot 406,2002
Vente,5850000,hyundai elantra 2016 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra,2016
Vente,25500000,nissan patrol 2018,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Nissan,Patrol,2018
Vente,4800000,2 toyota corolla 2011 et 2008,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Corolla,2011
Vente,4800000,2 toyota corolla 2011 et 2008 boite manuelle,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Corolla,2011
Vente,11500000,renault koleos 2019,"Marcory, Abidjan, Côte d'Ivoire",Marcory,Abidjan,Renault,Koleos,2019
Vente,10400000,kia sorento 2016 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sorento,2016
Vente,15800000,kia sorento 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sorento,2019
Vente,25000000,bmw série 7 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Bmw,Bmw,2019
Vente,17900000,toyota fortuner 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Fortuner,2017
Vente,5800000,suzuki baleno 2019 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Suzuki,Baleno,2019
Vente,4350000,kia optima 2013 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Optima,2013
Vente,7800000,kia optima 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Optima,2016
Vente,14300000,hyundai tucson 2019,"Abidjan, Côte d'Ivoire",,Abidjan,Hyundai,Tucson,2019
Vente,45000000,mercedes benz brabus  2016,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Mercedes,Benz,2016
Vente,17500000,bmw x3 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Bmw,X3,2019
Vente,15300000,mazda cx-9 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mazda,Mazda,2017
Vente,8500000,hyundai sonata sport full options  2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Sonata sport full options,2017
Vente,24900000,land rover range rover 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Range rover,Rover range rover,2018
Vente,6850000,toyota rav4 2007,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Rav4,2007
Vente,5950000,hyundai elantra 2012,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra,2012
Vente,25000000,toyota land cruiser 2017,"Abidjan, Côte d'Ivoire",,Abidjan,Toyota,Land cruiser,2017
Vente,8900000,hyundai elantra 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra,2018
Vente,2500000,renault sandero 2015,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Renault,Sandero,2015
Vente,4850000,volkswagen passat 2011  ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Volkswagen,Passat,2011
Vente,2950000,toyota obama 3 portières 2003,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Obama,2003
Vente,3850000,peugeot 308 full options 2014,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,308 full options,2014
Vente,3850000,peugeot 308 full options 2014 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,308 full options,2014
Vente,2300000,mazda 323 2001,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Mazda,Mazda,2001
Vente,5900000,ford focus 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Focus,2016
Vente,8900000,hyundai tucson 2015 ,"Abidjan, Côte d'Ivoire",,Abidjan,Hyundai,Tucson,2015
Vente,7900000,toyota land cruiser prado txl 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Land cruiser,2016
Vente,29000000,mercedes-benz gl-class 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2018
Vente,10500000,renault kadjar 2017,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Renault,Kadjar,2017
Vente,12300000,hyundai santa fe 2018,"Abobo, Abidjan, Côte d'Ivoire",Abobo,Abidjan,Hyundai,Santa fe,2018
Vente,6800000,mercedes benz 2010,"Abobo, Abidjan, Côte d'Ivoire",Abobo,Abidjan,Mercedes,Benz,2010
Vente,1850000,peugeot 406 phase 2 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,Peugeot 406,2002
Vente,20500000,jaguar f-type 2018,"Abidjan, Côte d'Ivoire",,Abidjan,Jaguar,F-type,2018
Vente,13000000,toyota chaser 2018,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Toyota,Chaser,2018
Vente,15000000,land rover range rover sport 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Range rover,Rover range rover sport,2018
Vente,3300000,suzuki grand vitara 2002,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Suzuki,Vitara,2002
Vente,2200000,peugeot 406 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,Peugeot 406,2002
Vente,21000000,land rover range rover sport 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Range rover,Rover range rover sport,2017
Vente,6500000,hyundai elantra gt 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra gt,2016
Vente,4500000,hyundai elantra 2012,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Hyundai,Elantra,2012
Vente,8900000,ford escape 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Escape,2019
Vente,6900000,hyundai grandeur 2017,"Abidjan, Côte d'Ivoire",,Abidjan,Hyundai,Grandeur,2017
Vente,5950000,hyundai elantra 2016 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra,2016
Vente,4650000,kia optima 2013,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Optima,2013
Vente,31000000,hyundai genesis eq900 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Genesis eq900,2019
Vente,4850000,volkswagen passat 2012 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Volkswagen,Passat,2012
Vente,8500000,ford ecosport 2019,"Abobo, Abidjan, Côte d'Ivoire",Abobo,Abidjan,Ford,Ecosport,2019
Vente,7900000,kia sportage 2016 ,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Kia,Sportage,2016
Vente,9900000,toyota hilux 2010,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Toyota,Hilux,2010
Vente,12500000,hyundai tucson 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Tucson,2019
Vente,13200000,mitsubishi eclipse 2019,"Abidjan, Côte d'Ivoire",,Abidjan,Mitsubishi,Eclipse,2019
Vente,9500000,hyundai tucson 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Tucson,2018
Vente,7800000,ford escape 2016 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Escape,2016
Vente,5850000,volkswagen touareg  2006,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Volkswagen,Touareg,2006
Vente,5850000,volkswagen touareg 2006,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Volkswagen,Touareg,2006
Vente,2000000,ford fusion 2005,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Fusion,2005
Vente,30000000,mercedes-benz gls 550 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2018
Vente,4500000,toyota rav4 2001,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Rav4,2001
Vente,7000000,mercedes-benz c300 2017,"Abidjan, Côte d'Ivoire",,Abidjan,Mercedes,Benz,2017
Vente,16500000,toyota lite ace 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Lite ace,2019
Vente,7000000,renault oroch 2018 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Renault,Oroch,2018
Vente,8800000,ford ecosport 2019,"Abobo, Abidjan, Côte d'Ivoire",Abobo,Abidjan,Ford,Ecosport,2019
Vente,6500000,hyundai tucson 2012 ,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Hyundai,Tucson,2012
Vente,13800000,peugeot 3008 gt-line  2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,3008 gt-line,2019
Vente,8000000,kia optima 2014 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Optima,2014
Vente,3630000,mercedes-benz c200  2002,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Mercedes,Benz,2002
Vente,13500000,kia sportage 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sportage,2019
Vente,4500000,hyundai i20 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,I20,2017
Vente,2800000,honda civic 2005,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Honda,Civic,2005
Vente,6500000,renault duster 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Renault,Duster,2018
Vente,11000000,hyundai santa fe 2018,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Hyundai,Santa fe,2018
Vente,14700000,toyota land cruiser 2012,"Koumassi, Abidjan, Côte d'Ivoire",Koumassi,Abidjan,Toyota,Land cruiser,2012
Vente,8900000,honda crv 4 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Honda,Crv 4,2016
Vente,5500000,mazda cx-7 2010,"Abidjan, Côte d'Ivoire",,Abidjan,Mazda,Mazda,2010
Vente,5700000,ford focus 2015,"Marcory, Abidjan, Côte d'Ivoire",Marcory,Abidjan,Ford,Focus,2015
Vente,4800000,honda crv2 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Honda,Crv2,2002
Vente,10800000,suzuki vitara 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Suzuki,Vitara,2019
Vente,4600000,hyundai tucson 2006,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Tucson,2006
Vente,10000000,nissan qashqai 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Nissan,Qashqai,2017
Vente,5900000,ford fusion 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Fusion,2016
Vente,4500000,toyota obama  2003,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Obama,2003
Vente,6900000,mazda 3 2019 concessionnaire ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mazda,Mazda,2019
Vente,7900000,mazda bt-50 2017 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mazda,Mazda,2017
Vente,3000000,citroen c4 2005,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Citroen,C4,2005
Vente,1700000,honda civic 2003,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Honda,Civic,2003
Vente,8900000,toyota hiace 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Hiace,2019
Vente,4900000,hyundai tucson 2007,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Tucson,2007
Vente,4500000,infiniti fx 2007,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Infiniti,Fx,2007
Vente,4500000,infiniti fx 2007,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Infiniti,Fx,2007
Vente,9900000,ford explorer 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Explorer,2016
Vente,5500000,nissan versa 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Nissan,Versa,2018
Vente,8300000,ford escape 2018,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Ford,Escape,2018
Vente,4850000,hyundai tucson 2010,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Tucson,2010
Vente,4500000,kia optima 2013,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Optima,2013
Vente,4300000,hyundai tucson 2006,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Hyundai,Tucson,2006
Vente,7900000,kia sportage 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sportage,2019
Vente,16500000,toyota hi-ace 2019,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Toyota,Hi-ace,2019
Vente,4500000,mercedes-benz e350 cambriolet,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,inco
Vente,13800000,honda cr-v 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Honda,Cr-v,2019
Vente,32000000,mercedes-benz gl-class 2018,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Mercedes,Benz,2018
Vente,4800000,peugeot 2008 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,2008,2015
Vente,19500000,toyota land cruiser 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Land cruiser,2017
Vente,13000000,mitsubishi eclipse 2019 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Eclipse,2019
Vente,2000000,peugeot 406 2008,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Peugeot,Peugeot 406,2008
Vente,10900000,hyundai elantra 2019,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Hyundai,Elantra,2019
Vente,36000000,mazerati levante q4,"Abidjan, Côte d'Ivoire",,Abidjan,Mazerati,Mazerati,inco
Vente,17800000,bmw x3 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Bmw,X3,2018
Vente,3900000,bmw e46,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Bmw,Bmw e46,inco
Vente,3900000,mercedes-benz c200 2002 ,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Mercedes,Benz,2002
Vente,3200000,mercedes-benz c180 2002 ,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Mercedes,Benz,2002
Vente,3200000,bmw e46 2000,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Bmw,Bmw e46,2000
Vente,4350000,toyota corolla 2008,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Toyota,Corolla,2008
Vente,16250000,mercedes-benz gle 350 4 matic 2018,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Mercedes,Benz,2018
Vente,3500000,honda crv1 2000,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Honda,Crv1,2000
Vente,10000000,hyundai santa fe 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Santa fe,2018
Vente,4800000,renault koleos 2011,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Renault,Koleos,2011
Vente,9800000,hyundai santa fe 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Santa fe,2016
Vente,3000000,toyota yaris 2003,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Yaris,2003
Vente,8500000,toyota rav4 2014,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Rav4,2014
Vente,7900000,hyundai tucson 2015 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Tucson,2015
Vente,8000000,kia sportage 2011,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sportage,2011
Vente,10000000,jeep grand cherokee 2012,"Marcory, Abidjan, Côte d'Ivoire",Marcory,Abidjan,Jeep,Grand cherokee,2012
Vente,12500000,mercedes-benz gl-class 2016,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Mercedes,Benz,2016
Vente,16000000,bmw x5 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Bmw,Bmw x5,2015
Vente,4800000,mitsubishi pajero 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Pajero,2002
Vente,2200000,peugeot 406 2001,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,Peugeot 406,2001
Vente,8850000,hyundai elantra 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra,2019
Vente,8850000,hyundai elantra 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra,2019
Vente,9500000,honda hr-v 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Honda,Hr-v,2017
Vente,4750000,renault duster 2015,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Renault,Duster,2015
Vente,10500000,hyundai santa fe  2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Santa fe,2017
Vente,4700000,peugeot 2008 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,2008,2015
Vente,2800000,toyota rav4 2000,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Rav4,2000
