type_transaction,prix_vente,description,localisation,commune,ville,marque,modele,annee
Vente,3650000,hyundai tucson 2008,"Koumassi, Abidjan, Côte d'Ivoire",Koumassi,Abidjan,Hyundai,Tucson,2008
Vente,1850000,peugeot 206  2003,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Peugeot,206,2003
Vente,14900000,mazda cx-9 2019,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Mazda,Mazda,2019
Vente,7650000,peugeot 5008 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,5008,2019
Vente,3800000,toyota auris 2008,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Toyota,Auris,2008
Vente,5500000,mitsubishi pajero 2006,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Pajero,2006
Vente,15900000,mitsubishi montero 2018,"Koumassi, Abidjan, Côte d'Ivoire",Koumassi,Abidjan,Mitsubishi,Montero,2018
Vente,17800000,bmw x3 2018,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Bmw,X3,2018
Vente,4000000,volkswagen passat 2014,"Abidjan, Côte d'Ivoire",,Abidjan,Volkswagen,Passat,2014
Vente,5500000,toyota corolla 2011,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Corolla,2011
Vente,18000000,jeep wrangler 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Jeep,Wrangler,2019
Vente,5500000,hyundai santa fe 2014,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Santa fe,2014
Vente,6700000,toyota corolla 2015,"Abidjan, Côte d'Ivoire",,Abidjan,Toyota,Corolla,2015
Vente,8600000,mitsubishi pajero 2007,"Abidjan, Côte d'Ivoire",,Abidjan,Mitsubishi,Pajero,2007
Vente,2850000,nissan juke 2010,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Nissan,Juke,2010
Vente,1750000,ford focus 2002 ,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Ford,Focus,2002
Vente,4700000,peugeot 2008 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,2008,2015
Vente,2200000,toyota corolla 1997,"Abidjan, Côte d'Ivoire",,Abidjan,Toyota,Corolla,1997
Vente,6600000,land rover range rover 2006,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Range rover,Rover range rover,2006
Vente,2700000,mercedes benz c200 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2002
Vente,2700000,mercedes benz c200 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2002
Vente,7500000,mini cooper 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mini,Cooper,2016
Vente,3200000,peugeot 308 2014,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,308,2014
Vente,4500000,honda crv2 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Honda,Crv2,2002
Vente,4000000,kia rio 2014,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Rio,2014
Vente,7300000,suzuki vitara 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Suzuki,Vitara,2019
Vente,7500000,kia optima 2016 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Optima,2016
Vente,5850000,ford escape 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Escape,2016
Vente,10000000,hyundai santa fe sport 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Santa fe sport,2017
Vente,3400000,nissan hardbody 2007,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Nissan,Hardbody,2007
Vente,10500000,kia sportage 2018 ,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Kia,Sportage,2018
Vente,17900000,toyota land cruiser prado 2015 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Land cruiser,2015
Vente,7900000,kia sorento 2014 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sorento,2014
Vente,14900000,gmc terrain 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Gmc,Terrain,2019
Vente,8950000,kia sportage 2016 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sportage,2016
Vente,13900000,ford ranger tunee raptor 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Ranger tunee raptor,2019
Vente,8950000,mercedes-benz ml350 2012 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2012
Vente,14900000,lexus rx 350 2019 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Lexus,Rx 350,2019
Vente,15900000,kia -stringer sport 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,-stringer sport,2019
Vente,13900000,mitsubishi pajero 2019 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Pajero,2019
Vente,18900000,toyota 4runner 2019 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,4runner,2019
Vente,15900000,mercedes-benz gle 350 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2016
Vente,6800000,kia soul 2018,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Kia,Soul,2018
Vente,3700000,mercedes-benz c200 kompressor 2002,"Marcory, Abidjan, Côte d'Ivoire",Marcory,Abidjan,Mercedes,Benz,2002
Vente,12900000,jeep grand cherokee srt2017 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Jeep,Grand cherokee srt,2017
Vente,10500000,kia sportage 2018 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sportage,2018
Vente,2700000,peugeot 307 2007,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Peugeot,307,2007
Vente,14250000,mercedes-benz glc 300 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2016
Vente,4500000,mitsubishi l 200 2000,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Mitsubishi,L 200,2000
Vente,2700000,peugeot 207 2008,"Marcory, Abidjan, Côte d'Ivoire",Marcory,Abidjan,Peugeot,207,2008
Vente,7000000,hyundai tucson 2006,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Hyundai,Tucson,2006
Vente,9000000,toyota rav4 2008 ,"Abobo, Abidjan, Côte d'Ivoire",Abobo,Abidjan,Toyota,Rav4,2008
Vente,11000000,toyota prado 2013,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Prado,2013
Vente,5700000,toyota auris hybride 2011,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Toyota,Auris hybride,2011
Vente,5000000,kia optima 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Optima,2015
Vente,6000000,toyota rav4 2007,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Rav4,2007
Vente,7850000,renault duster 2019 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Renault,Duster,2019
Vente,7500000,suzuki grand vitara 2015 ,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Suzuki,Vitara,2015
Vente,9000000,toyota jj cruiser 2012 ,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Toyota,Jj cruiser,2012
Vente,4900000,toyota camry 2010,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Camry,2010
Vente,34900000,nissan armada 2018,"Koumassi, Abidjan, Côte d'Ivoire",Koumassi,Abidjan,Nissan,Armada,2018
Vente,7500000,hyundai elantra 2017 ,"Koumassi, Abidjan, Côte d'Ivoire",Koumassi,Abidjan,Hyundai,Elantra,2017
Vente,5250000,mitsubishi pajero 7 places 2009,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Pajero 7 places,2009
Vente,5250000,mitsubishi pajero 7 places 2009,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Pajero 7 places,2009
Vente,9750000,toyota fortuner 7 places 2015 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Fortuner 7 places,2015
Vente,4850000,volkswagen passat 2012,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Volkswagen,Passat,2012
Vente,6500000,hyundai accent gt-line 2016 boite auto,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Accent gt-line,2016
Vente,2850000,toyota rav4 2003,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Rav4,2003
Vente,2500000,jaguar type 2000 2001,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Jaguar,Type,2001
Vente,15850000,hyundai tucson 2019 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Tucson,2019
Vente,22800000,hyundai tucson 2019,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Hyundai,Tucson,2019
Vente,6350000,kia sorento 7 places 2013,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sorento 7 places,2013
Vente,12500000,toyota land cruiser txl 2015 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Land cruiser,2015
Vente,5200000,mercedes-benz c230 4 matic 2008 v6,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2008
Vente,4999999,hyundai tucson 2017,"Le plateau, Abidjan, Côte d'Ivoire",Le plateau,Abidjan,Hyundai,Tucson,2017
Vente,6300000,hyundai accent 2017,"Koumassi, Abidjan, Côte d'Ivoire",Koumassi,Abidjan,Hyundai,Accent,2017
Vente,9500000,honda cr-v 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Honda,Cr-v,2015
Vente,9500000,honda cr-v 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Honda,Cr-v,2015
Vente,1850000,peugeot 206 2003,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Peugeot,206,2003
Vente,3700000,nissan hardbody 2010,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Nissan,Hardbody,2010
Vente,7800000,hyundai tucson 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Tucson,2015
Vente,10900000,hyundai santa fe 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Santa fe,2017
Vente,7500000,hyundai tucson 2013,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Tucson,2013
Vente,8800000,mitsubishi l200 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,L200,2017
Vente,8700000,nissan rogue 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Nissan,Rogue,2016
Vente,13700000,mazda cx-5 2018 maison mère,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mazda,Mazda,2018
Vente,5500000,hyundai accent 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Accent,2018
Vente,2350000,bmw x5 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Bmw,Bmw x5,inco
Vente,1750000,mitsubishi lancer 2005,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Lancer,2005
Vente,11500000,toyota chr 2019,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Toyota,Chr,2019
Vente,3000000,kia sorento 2003,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Kia,Sorento,2003
Vente,24000000,land rover range rover sport 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Range rover,Rover range rover sport,2018
Vente,6800000,hyundai avante  2017,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Hyundai,Avante,2017
Vente,10800000,kia sportage 2018 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sportage,2018
Vente,9500000,toyota fortuner 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Fortuner,2015
Vente,11500000,range rover 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Range rover,Rover,2017
Vente,2600000,ford focus 2004,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Focus,2004
Vente,7800000,mercedes-benz ml350 4matic 2010,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2010
Vente,10500000,mitsubishi outlander 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Outlander,2017
Vente,1200000,peugeot 407 automatique,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,Peugeot 407,inco
Vente,7200000,renault duster 2016,"Marcory, Abidjan, Côte d'Ivoire",Marcory,Abidjan,Renault,Duster,2016
Vente,8300000,hyundai elantra 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra,2018
Vente,5800000,ford focus 2014,"Marcory, Abidjan, Côte d'Ivoire",Marcory,Abidjan,Ford,Focus,2014
Vente,22000000,toyota fortuner 2017,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Toyota,Fortuner,2017
Vente,12800000,kia sportage 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sportage,2019
Vente,13500000,hyundai tucson 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Tucson,2019
Vente,13800000,kia sportage 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sportage,2017
Vente,3800000,toyota corolla 2004 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Corolla,2004
Vente,8800000,mitsubishi outlander 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Outlander,2018
Vente,21800000,toyota rav4 2019,"Abidjan, Côte d'Ivoire",,Abidjan,Toyota,Rav4,2019
Vente,5800000,hyundai tucson 2008,"Abidjan, Côte d'Ivoire",,Abidjan,Hyundai,Tucson,2008
Vente,13900000,mitsubishi pajero 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Pajero,2019
Vente,3900000,mercedes-benz sprinter 208 1997,"Abidjan, Côte d'Ivoire",,Abidjan,Mercedes,Benz,inco
Vente,6800000,kia cerato 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Cerato,2018
Vente,15000000,mercedes-benz c300 cabriolet  2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2017
Vente,16500000,mercedes-benz gl 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2017
Vente,11500000,ford explorer 2018,"Abidjan, Côte d'Ivoire",,Abidjan,Ford,Explorer,2018
Vente,18800000,mercedes-benz c450 2017,"Abidjan, Côte d'Ivoire",,Abidjan,Mercedes,Benz,2017
Vente,6500000,renault duster 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Renault,Duster,2016
Vente,20500000,jaguar pace s 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Jaguar,Pace s,2018
Vente,13000000,ford ranger 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Ranger,2018
Vente,6000000,kia optima 2014 ,"Abidjan, Côte d'Ivoire",,Abidjan,Kia,Optima,2014
Vente,1850000,toyota yaris 1999,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Toyota,Yaris,1999
Vente,5500000,hyundai elantra 2014,"Abidjan, Côte d'Ivoire",,Abidjan,Hyundai,Elantra,2014
Vente,2500000,citroën c3 2011 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Citroën,Citroën,2011
Vente,1250000,peugeot 406 2001,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Peugeot,Peugeot 406,2001
Vente,4500000,bmw m 2007,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Bmw,M,2007
Vente,12000000,honda cr-v 2019,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Honda,Cr-v,2019
Vente,2800000,bmw 525 2003,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Bmw,525,2003
Vente,4500000,volkswagen golf 2012,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Volkswagen,Golf,2012
Vente,27000000,mercedes benz 63s amg 2018,"Koumassi, Abidjan, Côte d'Ivoire",Koumassi,Abidjan,Mercedes,Benz,2018
Vente,12000000,hyundai tucson 2017,"Abobo, Abidjan, Côte d'Ivoire",Abobo,Abidjan,Hyundai,Tucson,2017
Vente,11000000,toyota hilux 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Hilux,2018
Vente,4000000,hyundai elantra 2014,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Hyundai,Elantra,2014
Vente,15500000,mercedes-benz glc 2016,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2016
Vente,11500000,mercedes-benz gla -class 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2017
Vente,13900000,mitsubishi pajero 2019,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Mitsubishi,Pajero,2019
Vente,8800000,renault kangoo 2017,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Renault,Kangoo,2017
Vente,3500000,mazda 6 boite auto grand écran 2007,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mazda,Mazda,2007
Vente,4250000,toyota obama boite manuelle,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Obama,inco
Vente,3400000,toyota rav4 2010,"Koumassi, Abidjan, Côte d'Ivoire",Koumassi,Abidjan,Toyota,Rav4,2010
Vente,4300000,bmw 318 2002,"Abobo, Abidjan, Côte d'Ivoire",Abobo,Abidjan,Bmw,318,2002
Vente,4750000,ford ecosport 2015 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Ecosport,2015
Vente,5800000,mazda,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Mazda,Mazda,inco
Vente,1000000,peugeot 406 2005,"Angré, Abidjan, Côte d'Ivoire",Angré,Abidjan,Peugeot,Peugeot 406,2005
Vente,5000000,hyundai santa fe 2011,"Koumassi, Abidjan, Côte d'Ivoire",Koumassi,Abidjan,Hyundai,Santa fe,2011
Vente,13000000,hyundai santa fe 2018,"Abobo, Abidjan, Côte d'Ivoire",Abobo,Abidjan,Hyundai,Santa fe,2018
Vente,11000000,volkswagen touareg 2012,"Vridi, Abidjan, Côte d'Ivoire",Vridi,Abidjan,Volkswagen,Touareg,2012
Vente,16500000,honda cr-v 2019,"Vridi, Abidjan, Côte d'Ivoire",Vridi,Abidjan,Honda,Cr-v,2019
Vente,8500000,honda civic 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Honda,Civic,2017
Vente,13500000,hyundai santa fe 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Santa fe,2018
Vente,7500000,hyundai elantra 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra,2017
Vente,7000000,bmw x3 2012,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Bmw,X3,2012
Vente,4500000,mitsubishi galant 2006,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Galant,2006
Vente,3500000,mercedes-benz c 200 2007,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2007
Vente,7200000,toyota rav4 2007,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Toyota,Rav4,2007
Vente,2500000,peugeot 307 2001,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,307,2001
Vente,43000000,hyundai elantra 2007,"Abobo, Abidjan, Côte d'Ivoire",Abobo,Abidjan,Hyundai,Elantra,2007
Vente,2700000,hyundai santa fe 2008,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Santa fe,2008
Vente,7500000,bmw  3 series 2012,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Bmw,3 series,2012
Vente,2300000,peugeot 406 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,Peugeot 406,2002
Vente,3900000,mitsubishi outlander 2005,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Outlander,2005
Vente,2800000,peugeot 307 2004,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,307,2004
Vente,8650000,hyundai elantra 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra,2019
Vente,1800000,mazda 323 1999,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mazda,Mazda,1999
Vente,5800000,hyundai tucson 2008,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Tucson,2008
Vente,8000000,hyundai avante 2018,"Koumassi, Abidjan, Côte d'Ivoire",Koumassi,Abidjan,Hyundai,Avante,2018
Vente,3500000,suzuki jimny 2013,"Abobo, Abidjan, Côte d'Ivoire",Abobo,Abidjan,Suzuki,Jimny,2013
Vente,7000000,mitsubishi l 200 2009,"Abidjan, Côte d'Ivoire",,Abidjan,Mitsubishi,L 200,2009
Vente,4500000,mazda 6 2006,"Abidjan, Côte d'Ivoire",,Abidjan,Mazda,Mazda,2006
Vente,1450000,ford focus 2000,"Yopougon, Abidjan, Côte d'Ivoire",Yopougon,Abidjan,Ford,Focus,2000
Vente,28000000,bmw m550i 2018,"Abidjan, Côte d'Ivoire",,Abidjan,Bmw,M550i,2018
Vente,10000000,hyundai santa fe 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Santa fe,2015
Vente,8900000,hyundai ix 35 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Ix 35,2015
Vente,5250000,hyundai tucson 2006 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Tucson,2006
Vente,2850000,hyundai elantra 2010 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra,2010
Vente,2800000,citroen c3 2002,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Citroen,C3,2002
Vente,2200000,mitsubishi space star 2001,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mitsubishi,Space star,2001
Vente,8900000,hyundai elantra 2018,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Elantra,2018
Vente,18800000,mercedes-benz gle 350 4matic  2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2017
Vente,5800000,hyundai santa fe 2008,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Santa fe,2008
Vente,10500000,kia sorento 2017,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Kia,Sorento,2017
Vente,13900000,ford ranger 2019,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Ford,Ranger,2019
Vente,7900000,hyundai sonata 2017 ,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Hyundai,Sonata,2017
Vente,2200000,renault scenic 2009,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Renault,Scenic,2009
Vente,4000000,peugeot 306 2014,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,306,2014
Vente,5800000,mercedes-benz e350 2015,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Mercedes,Benz,2015
Vente,7800000,bmw x3 2013,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Bmw,X3,2013
Vente,2000000,peugeot 308 2009,"Cocody, Abidjan, Côte d'Ivoire",Cocody,Abidjan,Peugeot,308,2009
Vente,6300000,hyundai tucson 2009,"Bingerville, Côte d'Ivoire",Bingerville,Bingerville,Hyundai,Tucson,2009
